,gene_id,TCGA-OR-A5J1-01A-11R-A29S-07,TCGA-OR-A5J2-01A-11R-A29S-07,TCGA-OR-A5J3-01A-11R-A29S-07,TCGA-OR-A5J5-01A-11R-A29S-07,TCGA-OR-A5J6-01A-31R-A29S-07,TCGA-OR-A5J7-01A-11R-A29S-07,TCGA-OR-A5J8-01A-11R-A29S-07,TCGA-OR-A5J9-01A-11R-A29S-07,TCGA-OR-A5JA-01A-11R-A29S-07,TCGA-OR-A5JB-01A-11R-A29S-07,TCGA-OR-A5JC-01A-11R-A29S-07,TCGA-OR-A5JD-01A-11R-A29S-07,TCGA-OR-A5JE-01A-11R-A29S-07,TCGA-OR-A5JF-01A-11R-A29S-07,TCGA-OR-A5JG-01A-11R-A29S-07,TCGA-OR-A5JI-01A-11R-A29S-07,TCGA-OR-A5JJ-01A-11R-A29S-07,TCGA-OR-A5JK-01A-11R-A29S-07,TCGA-OR-A5JL-01A-11R-A29S-07,TCGA-OR-A5JM-01A-11R-A29S-07,TCGA-OR-A5JO-01A-11R-A29S-07,TCGA-OR-A5JP-01A-11R-A29S-07,TCGA-OR-A5JQ-01A-11R-A29S-07,TCGA-OR-A5JR-01A-11R-A29S-07,TCGA-OR-A5JS-01A-11R-A29S-07,TCGA-OR-A5JT-01A-11R-A29S-07,TCGA-OR-A5JV-01A-11R-A29S-07,TCGA-OR-A5JW-01A-11R-A29S-07,TCGA-OR-A5JX-01A-11R-A29S-07,TCGA-OR-A5JY-01A-31R-A29S-07,TCGA-OR-A5JZ-01A-11R-A29S-07,TCGA-OR-A5K0-01A-11R-A29S-07,TCGA-OR-A5K1-01A-11R-A29S-07,TCGA-OR-A5K2-01A-11R-A29S-07,TCGA-OR-A5K3-01A-11R-A29S-07,TCGA-OR-A5K4-01A-11R-A29S-07,TCGA-OR-A5K5-01A-11R-A29S-07,TCGA-OR-A5K6-01A-11R-A29S-07,TCGA-OR-A5K8-01A-11R-A29S-07,TCGA-OR-A5K9-01A-11R-A29S-07,TCGA-OR-A5KO-01A-11R-A29S-07,TCGA-OR-A5KT-01A-11R-A29S-07,TCGA-OR-A5KU-01A-11R-A29S-07,TCGA-OR-A5KV-01A-11R-A29S-07,TCGA-OR-A5KW-01A-11R-A29S-07,TCGA-OR-A5KX-01A-11R-A29S-07,TCGA-OR-A5KY-01A-11R-A29S-07,TCGA-OR-A5KZ-01A-11R-A29S-07,TCGA-OR-A5L3-01A-11R-A29S-07
0,?|100130426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3861,0.0,0.0,0.0,1.5256,0.0,0.0,0.0,0.4392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8637,1.2937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,?|100133144,3.2661,2.6815,1.7301,0.0,0.0,1.1673,1.4422,0.0,4.4556,7.1293,2.6463,4.3811,0.0,2.7763,0.0,1.4709,1.1914,7.8032,7.7097,2.5862,3.5634,0.0,0.7485,3.1549,1.3873,7.7887,3.6241,4.3835,4.9359,0.0,4.8564,1.8235,0.8281,1.287,4.3467,3.8827,13.0179,0.0,0.0,1.1126,0.6607,0.9634,2.7957,0.0,9.5747,0.6836,2.1206,6.3758,0.0
2,?|100134869,3.9385,8.9948,6.565,1.5492,4.4709,6.0529,2.2876,1.3599,5.0581,0.0,6.2595,4.1141,2.8281,4.5603,5.9116,5.0046,3.7171,1.3501,4.0357,0.0,1.8357,9.2227,1.2422,1.5399,6.0118,9.2668,2.0872,8.3414,11.2794,2.687,5.2191,2.9334,0.8281,3.0317,9.8836,4.5214,7.6527,7.0671,7.2569,1.0862,8.2427,0.0,7.6696,15.4261,22.8271,19.3929,5.8484,6.9576,5.5804
3,?|10357,149.135,81.0777,86.4879,53.9117,66.9063,103.506,94.9316,78.1955,69.2389,155.709,112.366,50.9709,65.0,97.7507,104.001,68.1776,55.6136,69.1915,144.759,154.129,96.6664,107.334,72.969,70.9953,66.6334,73.1304,60.945,62.9311,103.603,83.1706,77.9782,47.0349,84.3914,59.5984,33.6352,74.6557,57.4598,121.267,82.2061,120.361,130.009,87.3025,43.2293,75.6653,150.555,73.2218,119.942,107.8,92.5446
4,?|10431,2034.1,1304.93,1054.66,2350.89,1257.99,1866.43,995.027,1762.12,1213.53,2005.57,2547.71,1629.85,2098.42,1630.27,1112.99,1848.29,1599.29,2337.91,1542.87,1510.34,887.621000000001,1935.88,961.083,853.521000000001,1505.36,862.726,573.209,2134.71,2075.56,1285.71,738.203,1095.14,1026.01,3107.75,1481.24,623.018,1747.36,1677.44,1081.28,1437.99,1050.14,1061.66,1322.37,1714.62,1128.66,725.621,2492.09,1105.45,2170.76
5,?|136542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,?|155060,274.255,199.302,348.393,439.194,149.215,64.5808,377.953,274.364,243.129,93.5725,156.488,253.641,40.1584,237.861,124.681,42.5532,204.373,140.351,49.3305,40.9483,118.241,38.2082,57.7287,138.498,84.3507,119.389,147.456,167.617,461.164,116.883,63.8119,80.8668,90.2626,49.2334,113.842,95.8058,67.5241,66.1282,110.305,136.763,156.982,50.0963,81.4801,162.746,106.926,172.562,95.1854,85.4545,138.393
7,?|26823,1.4409,0.0,0.5925,0.7746,0.0,0.0,1.6577,0.0,2.1142,0.0,0.0,0.6068,0.0,0.0,0.5374,0.0,0.8925,0.0,0.0,0.0,0.0,0.4392,0.3981,1.4085,2.2198,0.9475,1.0384,1.7552,0.0,1.3435,3.3585,0.0,0.0,0.0,1.2937,2.8013,0.4593,0.0,0.0,0.0,0.9372,0.0,0.7475,0.3857,2.7001,0.0,0.4427,0.0,1.1161
8,?|280660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5256,0.0,1.2931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5285,0.0,1.7275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,?|317712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,?|340602,17.7714,0.4026,0.5925,0.7746,0.0,0.0,1.2433,1.3599,0.0,0.0,1.9084,0.6068,0.0,3.8614,0.0,0.0,5.3548,25.1716,5.168,0.0,0.0,0.0,0.7963,2.3474,7.0292,0.9475,0.5192,0.0,15.5667,6.7174,0.0,0.0,0.0,0.0,0.0,0.0,1.378,1.5144,0.0,0.0,0.4686,0.0,7.4752,0.0,0.0,8.6042,0.0,0.0,0.0
11,?|388795,0.0,0.4026,0.5925,0.7746,2.7943,0.4011,0.8288,0.0,0.5285,0.0,4.4529,0.6068,1.1312,0.3861,0.0,0.9251,0.4462,3.0511,1.4094,2.5862,0.5399,0.4392,0.3981,0.0,0.37,0.0,0.5192,0.8776,2.5945,0.4478,0.0,0.5285,0.0,1.7275,1.2937,0.0,0.9187,1.0096,1.4514,0.4398,0.0,0.0,1.495,0.0,0.0,0.478,1.3282,1.2121,0.0
12,?|390284,11.5274,5.2342,7.7026,6.1967,10.6183,2.4067,5.3875,7.8195,8.9852,6.2382,6.3613,4.2476,3.3937,3.4752,7.5238,5.5504,5.801,14.4928,14.5642,3.0172,4.8592,7.466,6.3701,7.5117,9.6189,2.3688,5.7113,6.5818,5.1889,7.1652,6.717,3.6998,4.9686,10.3649,3.881,5.0424,4.5935,10.6007,5.8055,2.1988,6.0918,8.6705,2.2426,5.0135,11.8807,3.3461,6.6408,7.8788,10.0446
13,?|391343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,1.8951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7475,0.0,0.0,0.0,0.0,0.0,0.0
14,?|391714,0.0,0.4026,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,1.9084,0.0,0.0,1.9307,0.0,0.0,0.0,0.0,0.4698,0.0,0.0,0.0,0.0,0.4695,0.0,0.0,0.0,1.7552,0.6486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7475,0.7713,0.54,0.0,0.0,0.0,0.0
15,?|404770,0.0,0.0,1.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,?|441362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,?|442388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,?|553137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4181,0.0,0.0,0.0,0.0,0.0,0.5192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,?|57714,282.421,527.848,162.346,52.6723,143.067,73.0044,271.032,134.632,337.209,456.277,61.7048,203.277,229.638,86.1087,150.477,76.7808,121.821,122.044,160.207,307.328,215.966,619.236,151.289,276.526,161.302,335.426,463.136,157.964,91.4545,793.103000000001,439.966,226.744,127.527,436.191,115.136,418.52,209.922,384.654,66.7634,87.511,88.0975,427.746,115.866,97.1847,169.029,624.283,106.254,197.576,147.321
20,?|645851,1.4409,2.4158,10.0726,3.0984,1.6766,24.8696,4.5586,2.0399,2.6427,4.4558,2.5445,2.4272,1.1312,5.0198,3.2245,0.0,4.4623,5.3394,4.2283,8.1897,0.5399,0.0,1.1944,2.3474,11.0988,2.3688,4.6729,6.143,5.1889,38.0654,7.3887,2.6427,0.8281,1.7275,2.5873,1.1205,4.5935,1.5144,1.4514,1.3193,1.8744,0.9634,4.4851,3.0852,7.0204,1.912,8.8545,4.8485,0.0
21,?|652919,0.0,0.0,0.0,37.2579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8544,0.0,0.0,0.0,0.0,5.3548,0.0,0.0,0.0,0.0,0.0,4.1604,22.2441,0.0,7.1065,1.4901,2.6327,0.0,14.3305,0.0,0.0,0.0,0.0,0.0,12.3259,0.0,0.0,0.0,2.3175,0.0,0.0,0.0,0.7713,0.0,0.0,0.0,0.0,0.0
22,?|653553,1439.96,195.678,770.849,1218.44,413.554,246.691,760.879,698.659,752.113999999999,497.716,1044.53,621.359,170.815,833.671,591.697,2655.87,789.38,3746.0,267.794,174.569,929.194,230.566,757.639,3311.74,427.303,3821.39,1836.97,581.395,5958.81,95.3874,2054.74,306.025,2253.25,619.305,1913.32,1149.67,538.356,794.548,1735.85,229.112,1311.62,306.358,1142.22,424.219,1100.04,369.503,626.453,1136.97,699.777
23,?|728045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,?|728603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,?|728788,0.0,0.4026,0.0,9.2951,1.1177,0.0,0.0,0.34,0.5285,0.0,1.2723,0.0,0.0,0.3861,0.0,0.0,1.3387,0.7628,0.4698,0.0,0.0,3.5134,0.7963,0.939,0.37,0.4738,0.5192,0.0,1.2972,0.4478,0.0,0.0,0.0,0.8637,0.0,0.0,0.0,0.0,0.0,0.0,1.4058,0.0,0.0,0.0,0.54,3.3461,4.87,0.6061,0.0
26,?|729884,0.0,0.0,0.5925,0.0,0.0,0.0,0.0,0.0,0.5285,0.4456,0.0,0.0,0.0,0.3861,1.0748,0.0,0.0,0.0,1.4094,0.0,0.0,0.0,13.1383,0.0,0.0,1.4213,0.0,0.0,1.2972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,?|8225,1147.45,467.454,553.399,1061.19,597.418,303.65,977.621,405.936,944.503,629.609,945.293,1375.61,536.199,662.226,416.499,810.361,464.525,721.587,1166.55,496.552,1005.86,883.18,927.64,655.399,463.559,904.418,762.721,683.633,601.913,526.646,572.292,473.044,555.653,959.620000000001,667.529,1284.69,682.591,574.962,573.295,491.645,593.721,993.256000000001,554.663,391.824,871.068,512.906,452.02,400.606,642.857
28,?|90288,6.7243,16.9105,12.4426,22.4632,2.7943,14.8416,4.1442,13.5992,7.3996,8.0205,13.3588,20.0243,7.3529,107.346,10.2109,25.9019,34.3597,18.3066,30.5379,7.7586,86.9264,5.2701,36.2297,45.5399,13.6885,10.4228,15.5763,70.645,15.5667,0.4478,5.3736,8.4567,42.233,21.5936,23.2859,21.8505,11.943,25.2398,26.1248,3.9578,7.4977,23.1214,10.4653,18.1257,12.4207,48.2792,29.2197,4.8485,21.2054
29,A1BG|1,16.3305,9.5987,20.7377,1696.66,600.162,10.8303,50.5595,8.1119,52.3256,191.409,187.659,116.25,58.2579,30.1187,41.0856,870.49,19.1879,48.4134,4.2283,24.1379,229.264,162.806,222.259,261.211,9.9889,75.8024,37.3364,8.3458,401.154,5.8218,150.348,19.0275,54.6544,51.8247,32.3415,5.6027,83.6013,15.6487,29.0276,9.723,25.3233,111.753,295.907,310.066,18.901,1110.11,41.0758,412.012,17.8571
30,A1CF|29974,0.0,0.0,0.5925,1.5492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0378,0.0,0.0,0.0,1.1099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,A2BP1|54715,17.2911,5.6368,8.8876,6.1967,4.4709,3.209,0.0,33.3181,6.871,0.0,61.0687,43.0825,0.0,484.603,26.8709,3.7003,37.037,168.574,91.144,0.0,0.0,0.8783,0.3981,7.0423,0.0,0.9475,348.39,0.0,31.1335,1.3435,0.0,117.336,21.5305,0.0,0.0,1.1205,4.1341,0.0,219.158,0.4398,212.746,49.1329,2.2426,0.3857,0.54,0.0,9.2972,0.0,0.0
32,A2LD1|87769,182.392,239.158,138.883,63.9349,237.352,89.3903,53.1828,274.296,268.377,46.5991,115.134,192.197,97.5905,188.829,113.659,53.9038,131.678,116.346,342.199,310.293,203.111,60.4128,121.792,53.8592,59.8002,34.7838,44.8546,109.022,136.397,382.172,48.6516,2.3097,95.8937,91.0905,136.792,85.5473,159.453,185.704,199.303,104.582,180.3,80.973,67.2547,193.363,286.648,173.308,57.9568,49.9758,97.9688
33,A2M|2,10373.7,9844.91,7201.84,2939.04,9586.96,10537.0,30151.2,14153.1,7462.87,3314.12,7311.62,9483.45,6918.39,8673.69,8002.49,15142.3,6719.6,29166.2,7452.15,2386.2,130879.0,7061.02,12781.0,8270.32,6255.7,7941.7,22584.0,7038.1,11340.0,6257.94,4443.24,9170.58,17953.1,5351.55,9685.38999999999,3213.41,3569.48,4283.42,7399.04,3302.11,3121.72,14473.0,3253.04,3559.92,5243.51,4842.72,9669.37,9098.7,2371.56
34,A2ML1|144568,54.755,0.0,1.7775,49.574,1.1177,2.8079,4.5586,29.2383,33.2981,0.0,5.0891,58.8592,4.5249,327.445,8.5987,2.7752,194.11,121.281,78.459,0.8621,5.3992,4.3917,3.185,40.8451,0.7399,306.052,63.3437,4.3879,123.237,0.0,4.7019,1.5856,24.0148,0.8637,46.5718,97.4866,3.2154,3.5336,5.8055,0.8795,0.0,0.0,50.8316,1.157,154.988,3.3461,34.5324,0.6061,0.0
35,A4GALT|53947,190.682,198.899,75.2481,374.903,1556.42,177.698,1252.8,389.617,614.693,3125.77,292.621,140.777,191.177,172.603,124.144,615.171,543.061,230.358,138.595,269.828,1784.96,130.874,148.502,76.9953,725.86,135.971,84.1121,222.905,264.634,102.105,1412.59,54.4397,259.195,141.654,304.01,516.007,158.016,140.333,258.345,64.204,390.347,1032.76,523.267,423.448,86.9448,293.021,189.928,104.242,73.6607
36,A4GNT|51146,0.0,0.0,2.37,0.7746,0.5589,0.0,0.0,0.0,0.0,0.4456,0.6361,0.0,0.0,0.0,0.0,0.0,0.4462,4.5767,0.0,0.0,0.0,0.0,0.7963,0.0,1.4798,0.0,0.5192,0.4388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4593,0.0,0.0,0.0,1.8744,0.0,1.495,0.0,0.0,0.0,0.0,0.0,0.0
37,AAA1|404744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,AAAS|8086,2225.26,1509.46,1259.67,2993.8,1186.45,2258.72,1222.96,1541.81,2508.46,735.658,2080.79,1472.09,1296.38,1492.42,1816.47,1983.35,1871.49,2101.45,1743.01,1284.91,1121.94,1653.93,1617.6,1838.97,1717.72,2042.4,1532.71,1618.25,2563.97,3798.03,1566.41,1126.85,1890.55,1770.68,1627.43,1856.17,1791.46,1602.73,1809.87,1000.88,851.453,2391.14,1556.34,955.263999999999,1402.46,1893.88,1801.0,1420.61,3876.12
39,AACS|65985,1266.09,981.613000000001,5182.05,967.467,1479.29,5314.08,537.091,2526.73,2354.65,1120.64,513.359,746.358999999999,3510.75,1205.91,1254.33,400.555,2131.64,710.908,2174.3,3926.72,525.337,1450.15,422.813,661.972,3439.88,684.591,699.377,1446.69,813.361,2369.01,877.918,694.503,724.585,4527.75,1631.31,847.125,4108.41,936.396000000001,981.132,6866.75,1335.99,3145.47,1091.38,1599.69,3147.29,610.421,5612.4,1288.48,791.295
40,AACSL|729522,0.0,0.4026,0.0,3.0984,0.0,0.0,0.0,0.0,4.2283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4462,12.2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.687,0.0,0.0,0.0,0.0,0.0,0.0,0.4593,0.0,0.0,0.0,0.4686,0.9634,0.7475,0.3857,2.7001,0.478,0.0,0.6061,0.0
41,AADAC|13,0.0,1.2079,107.243,149.496,317.431,2.8079,0.0,0.0,244.186,1.3367,33.0789,35.801,39.0271,40.9306,1409.65,406.106,1.3387,5.3394,11.2755,135.776,13.4979,653.931,79.6258,73.7089,2.9597,3.3164,2.5961,78.5432,25.9445,2097.63,30.2267,249.471,5.7967,19.0024,7.762,1.1205,6.8902,1268.05,458.636,926.121,36.0825,1942.2,36.6287,3344.77,98.2854,23.4226,98.7272,35.7576,735.491
42,AADACL2|344752,0.0,0.0,0.0,0.0,1.6766,0.0,0.0,0.0,0.5285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,AADACL3|126767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,AADACL4|343066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7723,0.0,0.0,0.0,0.0,0.0,0.0,85.3066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,AADAT|51166,121.037,31.0025,39.1053,98.3734,19.56,30.8865,145.462,102.674,30.6554,19.1601,85.2417,131.068,27.1493,20.8514,59.6534,97.1323,21.419,35.0877,54.9683,27.5862,69.6491,54.0184,66.0894,92.4883,27.377,38.375,31.6719,15.7964,51.8891,4.9261,58.4383,6.3425,22.3586,12.9562,31.0479,84.6005,20.2113,21.2014,20.3193,1.759,7.4977,4.817,103.158,21.5966,66.4237,32.0268,37.6314,129.697,5.5804
46,AAGAB|79719,1327.09,1271.1,1090.8,925.639,1027.74,1478.14,1099.88,864.57,2126.85,852.401,1479.64,848.301,1026.02,1165.75,1510.14,599.445,1364.57,1805.49,2957.48,1050.0,805.014,880.104999999999,620.683,869.483999999999,1355.53,836.196,1098.13,1981.57,1070.86,2357.81,806.717,910.676999999999,911.735,2058.3,1147.48,853.848,1415.25,1394.75,830.189,849.163999999999,843.486,1276.49,1509.25,1111.45,2058.59,737.572,1160.82,1050.91,1045.76
47,AAK1|22848,868.876,1627.03,1158.35,646.785,1238.99,1516.25,1363.86,1059.72,1011.63,552.969,1190.2,1258.5,1359.16,1206.68,1257.56,1007.4,715.752,1126.62,1171.72,2084.91,921.635,813.79,1093.66,1311.74,2028.49,1384.34,1526.48,1154.45,874.331,864.756,1049.87,1215.64,747.772,1191.1,1309.18,1051.06,2079.01,1951.54,959.361,1736.15,810.684,1411.37,1254.35,1635.94,959.633,1717.97,1228.11,569.091,1750.0
48,AAMP|14,2636.41,1931.02,2408.53,1350.89,3605.18,4917.77,2620.39,2464.86,2391.12,2923.47,2327.61,1909.59,3156.11,2045.76,2907.43,1633.67,1850.07,1762.01,2356.59,1997.84,2304.9,2437.86,1948.84,1949.3,3071.03,2109.2,1989.1,1656.87,1943.25,2324.23,1619.48,2452.96,2114.96,2433.17,2210.87,1754.2,3109.32,3216.56,1595.07,2686.02,1505.62,2773.6,2270.98,3075.2,2511.14,5061.66,2030.33,2516.97,2948.66
49,AANAT|15,1.4409,0.0,0.0,1.5492,0.0,0.0,1.2433,0.0,0.0,0.0,0.0,0.6068,0.0,0.7723,0.0,0.0,0.0,0.7628,0.9396,0.0,0.0,0.0,0.0,0.0,0.37,0.0,1.5576,0.8776,0.0,0.0,0.0,0.0,0.0,0.8637,0.0,0.0,0.4593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,2.2136,0.0,0.0
50,AARS|16,3520.65,5470.94,4042.66,2738.96,2996.59,4835.54,5871.53,5155.46,3197.15,3755.82,3801.53,8345.87,3840.5,5004.34,8194.01,3591.12,4944.22,6342.49,2372.09,6218.53,2597.53,6873.52,6362.89,7889.67,7660.01,13635.9,5534.27,2848.18,3089.35,3847.29,7357.18,2062.9,9491.65,4563.16,9106.08,7525.52,8932.94,2820.8,3223.51,6744.94,3495.31,6069.36,3083.54,6053.99,4397.46,1816.44,5038.63,3780.0,3058.04
51,AARS2|57505,299.712,408.666,291.512,533.687,414.102,643.394,1171.99,342.697,804.937,655.007,513.995,370.746,824.661,416.252,499.793,388.418,381.08,390.542,591.487,480.168,343.915,375.494,396.934,494.329,419.512,375.222,463.126,706.876,483.866,757.273,405.709,401.691,430.561,386.957,470.854,457.179,497.014,580.005,301.887,492.067,421.729,473.025,390.2,414.959,300.257,488.518,451.564,760.606,369.42
52,AARSD1|80755,904.419,361.562,451.489,439.194,846.109,249.097,552.424,406.616,493.129,852.401,655.852,583.131,1035.07,393.474,559.452,577.243,597.947,474.447,651.633,1016.81,594.447,559.508,617.498,379.812,597.854,416.913,358.775,306.714,626.561,607.703,466.835,457.717,606.167,580.436,441.138,460.54,684.888,650.177,455.733,330.255,325.68,518.304,226.5,917.470000000001,466.586,805.449,304.593,401.212,1252.23
53,AASDH|132949,101.345,249.228,206.192,364.834,271.604,238.668,136.759,234.586,263.742,72.6301,233.461,520.024,138.575,381.504,257.423,256.244,474.342,260.87,402.161,141.379,197.609,186.649,315.318,528.639,229.375,509.771,521.807,561.211,138.803,364.532,307.641,282.77,197.915,118.333,100.906,599.487,236.564,298.839,165.457,224.274,377.695,190.751,432.069,239.877,393.142,207.457,147.869,230.303,196.429
54,AASDHPPT|60496,1467.34,820.537,1048.14,590.24,1013.77,1043.72,441.359,686.08,815.011,1034.64,926.845,830.097,525.452,1155.32,714.228,1176.69,897.813,920.671000000001,1539.11,1332.76,696.491,586.298,817.358,1142.69,875.324,1377.24,781.895,710.838,970.975,1213.17,1509.99,420.719,1058.31,837.832,1206.99,1232.03,760.221,522.463,763.425,709.763,1134.02,603.083,952.345,1301.94,1237.21,457.457,978.416999999999,1207.27,717.634
55,AASS|10157,946.206,183.197,303.955,644.462,189.452,422.784,446.332,342.36,209.302,605.993,316.794,546.723,101.244,326.286,76.8507,328.4,399.822,642.258,505.05,180.603,320.17,244.62,297.402,330.047,479.097,460.974,468.328,630.101,1144.8,1062.7,87.3216,350.423,352.769,339.452,391.979,186.569,56.0404,114.084,320.755,31.2225,121.837,320.809,498.598,93.7138,199.271,704.111,387.382,185.454,679.688
