,gene_id,TCGA-OR-A5J1-01A-11R-A29S-07,TCGA-OR-A5J2-01A-11R-A29S-07,TCGA-OR-A5J3-01A-11R-A29S-07,TCGA-OR-A5J5-01A-11R-A29S-07,TCGA-OR-A5J6-01A-31R-A29S-07,TCGA-OR-A5J7-01A-11R-A29S-07,TCGA-OR-A5J8-01A-11R-A29S-07,TCGA-OR-A5J9-01A-11R-A29S-07,TCGA-OR-A5JA-01A-11R-A29S-07,TCGA-OR-A5JB-01A-11R-A29S-07,TCGA-OR-A5JC-01A-11R-A29S-07,TCGA-OR-A5JD-01A-11R-A29S-07,TCGA-OR-A5JE-01A-11R-A29S-07,TCGA-OR-A5JF-01A-11R-A29S-07,TCGA-OR-A5JG-01A-11R-A29S-07,TCGA-OR-A5JI-01A-11R-A29S-07,TCGA-OR-A5JJ-01A-11R-A29S-07,TCGA-OR-A5JK-01A-11R-A29S-07,TCGA-OR-A5JL-01A-11R-A29S-07,TCGA-OR-A5JM-01A-11R-A29S-07,TCGA-OR-A5JO-01A-11R-A29S-07,TCGA-OR-A5JP-01A-11R-A29S-07,TCGA-OR-A5JQ-01A-11R-A29S-07,TCGA-OR-A5JR-01A-11R-A29S-07,TCGA-OR-A5JS-01A-11R-A29S-07,TCGA-OR-A5JT-01A-11R-A29S-07,TCGA-OR-A5JV-01A-11R-A29S-07,TCGA-OR-A5JW-01A-11R-A29S-07,TCGA-OR-A5JX-01A-11R-A29S-07,TCGA-OR-A5JY-01A-31R-A29S-07,TCGA-OR-A5JZ-01A-11R-A29S-07,TCGA-OR-A5K0-01A-11R-A29S-07,TCGA-OR-A5K1-01A-11R-A29S-07,TCGA-OR-A5K2-01A-11R-A29S-07,TCGA-OR-A5K3-01A-11R-A29S-07,TCGA-OR-A5K4-01A-11R-A29S-07,TCGA-OR-A5K5-01A-11R-A29S-07,TCGA-OR-A5K6-01A-11R-A29S-07,TCGA-OR-A5K8-01A-11R-A29S-07,TCGA-OR-A5K9-01A-11R-A29S-07,TCGA-OR-A5KO-01A-11R-A29S-07,TCGA-OR-A5KT-01A-11R-A29S-07,TCGA-OR-A5KU-01A-11R-A29S-07,TCGA-OR-A5KV-01A-11R-A29S-07,TCGA-OR-A5KW-01A-11R-A29S-07,TCGA-OR-A5KX-01A-11R-A29S-07,TCGA-OR-A5KY-01A-11R-A29S-07,TCGA-OR-A5KZ-01A-11R-A29S-07,TCGA-OR-A5L3-01A-11R-A29S-07
378,ADRA2B|151,164.745,103.073,47.4004,1450.81,484.529,91.8572,111.065,178.15,202.96,12.4763,191.476,55.8252,76.3575,38.9999,116.62,50.8788,30.3436,322.654,249.002,11.6379,36.1743,36.0123,27.0728,235.211,21.4576,54.9568,262.202,106.187,455.327,75.2351,65.1553,20.6131,157.339,70.827,138.422,142.868,45.9348,38.8693,253.991,21.5479,389.878,452.794,82.9751,38.5654,129.067,46.3671,19.9225,89.0909,84.8214
379,ADRA2C|152,22.5744,121.997,143.386,928.737,25.7074,1343.76,13.2615,122.393,192.389,15.1498,433.206,41.2621,1026.58,202.336,233.777,43.4783,2028.11,110.603,48.3909,30.1724,32.9348,4126.48,65.2931,12.2066,200.148,7.5802,10.3842,103.115,59.6725,502.911,3.3585,9.5137,22.3586,160.656,11.6429,54.9063,3326.14,450.278,105.951,25.9455,148.547,1002.89,247.43,95.2565,94.5052,2.3901,100.498,2.4242,1123.88
380,ADRB1|153,0.9606,0.4026,1.185,3.0984,22.9131,0.8022,3.7298,0.68,8.9852,0.4456,1.2723,3.6408,1.6968,1.1584,1.0748,2.7752,0.0,7.6278,6.1076,0.0,3.2395,5.2701,1.9906,0.939,0.37,4.2639,0.5192,2.6327,1.9458,14.7783,2.0151,0.0,1.6562,3.455,2.5873,3.9219,6.4309,4.0384,0.0,1.759,1.8744,19.2678,0.7475,45.5071,2.1601,0.956,2.6563,1.2121,2.2321
381,ADRB2|154,4.8031,4.0263,6.5176,4.6476,97.2411,10.4292,39.3701,3.3998,1.0571,9.8028,6.9975,32.767,31.1086,5.4059,32.2451,35.1526,8.9246,18.3066,10.3359,3.8793,87.4663,2.635,28.2671,16.4319,2.9597,19.4244,22.3261,9.6534,20.107,7.6131,6.717,65.0106,8.281,9.5012,2.5873,5.6027,5.9715,10.6007,7.2569,5.7168,2.8116,59.7303,5.9802,1.5426,4.3202,4.7801,15.0526,4.8485,17.8571
382,ADRB3|155,0.0,0.4026,123.241,8.5205,0.5589,0.0,0.8288,0.0,0.0,0.4456,1.2723,1.2136,0.5656,0.0,0.0,0.9251,0.4462,0.0,0.0,0.0,16.1975,0.0,0.0,0.0,0.0,0.4738,0.5192,0.0,0.0,0.4478,2.0151,6.3425,0.0,0.8637,1.2937,2.2411,1.8374,0.0,0.0,0.0,0.0,4.817,6.7277,41.6506,1.0801,13.8623,1.3282,1.2121,0.0
383,ADRBK1|156,2280.5,1913.7,2515.78,2555.38,1599.45,2509.83,2834.23,1476.19,1594.08,2750.58,970.738,1189.32,3675.34,1383.15,938.331,1087.88,1678.27,2105.26,1309.37,1375.86,2506.83,4450.15,1147.81,1089.2,1891.23,1186.78,1431.46,1058.8,1483.38,3745.19,1069.35,3040.7,1294.32,2840.86,1445.02,2243.87,3204.41,1296.82,1561.68,1861.48,1035.15,2776.49,933.657,1854.22,1286.35,1648.18,2288.88,1839.39,1438.62
384,ADRBK2|157,71.5658,79.3182,346.023,250.194,107.3,63.3775,626.606,58.4766,261.099,227.693,97.9644,185.073,85.4072,132.059,69.8643,111.933,180.723,206.712,214.705,343.534,385.5,305.226,179.158,111.737,126.896,109.913,334.372,249.232,71.3475,123.153,117.548,234.144,49.6858,34.5498,102.199,87.9621,29.8576,96.9207,97.2424,171.064,256.326,208.093,142.03,172.387,85.3247,122.849,135.03,81.2121,78.125
385,ADRM1|11047,3008.17,2789.02,4307.51,4246.32,6321.79,3948.66,3639.87,3053.02,2994.71,3001.0,4983.46,2282.16,8397.06,3739.74,3542.12,2998.15,5383.31,4758.96,3559.78,2901.29,2523.56,5029.86,2001.39,2461.5,3343.32,4046.43,2211.84,3860.9,4621.37,2033.59,3800.5,2449.79,4317.7,6477.22,4047.87,3345.92,3726.69,3185.26,4818.58,3132.81,1991.1,3726.4,3459.54,4644.43,4531.39,3328.87,4209.85,2828.48,5155.13
386,ADSL|158,467.819,854.784,540.364,432.998,613.625,510.229,874.016,456.253,566.596,1625.04,423.028,674.15,1122.74,511.632,683.058,256.244,1402.95,518.688,934.931,1200.0,981.026,613.087,538.668,364.789,670.736,781.713,395.639,462.483,202.367,722.347,938.371,830.867,872.815,945.8,542.044,784.375,955.903,820.798,381.713,710.642,577.788,1001.93,410.391,905.515,552.99,361.855,800.443,1382.42,851.562
387,ADSS|159,1134.01,2108.17,838.393999999999,594.888,1060.71,1170.08,549.523,915.567,543.34,1892.84,635.496,635.922,757.919,1014.0,1039.9,607.771,667.113,903.127,808.081,1754.74,1009.64,1269.65,545.835,815.024,855.346000000001,755.656,1355.66,648.53,470.245,1062.25,820.151,1424.95,733.694,1267.98,695.99,877.38,1196.14,901.06,570.392,1474.49,780.225,547.206,753.504,943.695,683.138,945.985,784.947,1033.33,501.116
388,ADSSL1|122622,77.3295,72.4735,2639.02,356.313,145.862,106.699,58.8479,73.7757,749.471,968.252,157.761,50.3641,276.018,82.6335,145.103,299.723,1683.18,51.106,526.192,65.9483,103.124,165.569,116.652,79.8122,325.934,124.126,121.495,152.26,225.069,23.2871,282.116,1382.66,57.1387,27.6398,155.239,25.2121,156.638,518.425,17.4165,637.643,1076.85,226.397,497.103,468.184,1022.28,137.667,63.3094,266.061,103.795
389,AEBP1|165,471.182,1758.69,251.815,493.416,163.186,272.363,4480.31,198.548,458.245,482.567,1776.72,121.966,257.353,1121.73,537.418,1329.32,1164.66,1879.48,128.729,284.914,5666.95,1260.87,2505.42,125.822,349.242,317.423,467.29,401.053,196.53,398.119,75.9026,111.522,879.439,328.223,146.184,51.5447,202.572,219.586,976.778,201.847,565.605,2250.48,763.222,562.283,457.945,67.3996,3237.19,652.121,281.25
390,AEBP2|121536,842.459,1689.44,1224.11,1317.58,1165.78,497.794,610.443,1686.3,948.203,930.823,1440.84,1321.0,479.072,951.828999999999,965.74,1342.28,984.828,943.554,883.251,1251.29,499.962,1197.19,1174.48,1705.63,1055.86,2175.53,1401.35,1266.78,1135.72,920.734,1956.0,1047.57,2024.7,823.148,1504.53,1929.0,459.348,1365.98,1253.99,900.616,783.974,496.146,1486.82,1332.82,1301.47,1381.93,1559.71,1256.36,792.411
391,AEN|64782,1332.85,205.341,1118.65,151.046,369.404,650.221,518.442,377.038,947.674,741.45,1840.97,612.257,1213.8,933.681,589.01,312.673,2189.65,1909.23,712.239,705.603,645.739,1449.71,641.784,673.239,3361.08,796.873,957.424999999999,1417.73,1666.29,3564.71,939.043,2548.63,1183.35,1416.54,1239.33,241.476,2113.0,795.558,991.292,478.452,157.919,839.114,1370.96,559.198,2202.24,371.415,297.067,237.576,1208.71
392,AES|166,22499.0,13970.5,16257.1,33804.0,24401.4,25427.6,7479.49,16941.9,24458.8,5129.55,10434.5,14202.1,26690.6,10350.8,16232.7,21778.0,9340.92,17070.2,10528.1,17809.1,11443.5,19306.5,10533.3,7962.91,15140.2,14045.2,7935.62,17025.4,10124.2,10758.2,9899.58,12165.4,15747.1,29277.5,25596.4,17065.8,28155.7,12196.9,28854.9,20849.2,14664.9,17291.9,10749.4,15063.2,11092.8,25830.3,18590.4,6781.82,28039.1
393,AFAP1|60312,328.05,496.608,184.862,383.408,151.45,314.079,2316.62,385.534,203.462,777.529,256.361,173.544,153.846,309.296,278.382,507.854,388.666,263.921,303.5,242.668,733.745,829.596,163.631,484.502,279.678,1088.71,279.335,255.805,163.438,148.679,208.222,735.201,578.012,98.4669,354.463,44.8214,142.857,113.579,185.776,176.781,153.702,302.505,154.737,285.384,155.529,293.021,226.674,273.546,45.7589
394,AFAP1L1|134265,172.911,571.332,95.9858,151.82,331.402,296.029,167.841,377.378,64.482,131.001,240.458,218.447,178.733,103.871,123.606,235.893,656.403,117.468,215.175,296.983,482.144,186.649,152.881,192.958,130.596,150.657,238.318,155.331,138.155,979.4,257.263,59.1966,505.139,120.061,98.3182,67.2322,872.761,216.557,71.1176,63.3245,125.117,568.401,56.8118,84.8438,102.066,203.633,188.157,570.303,104.911
395,AFAP1L2|84632,36.9837,49.1209,17.7751,41.0534,63.7097,103.49,283.879,220.987,51.797,526.234,93.5115,146.238,15.2715,70.2771,29.0206,246.069,189.201,115.179,123.561,16.3793,111.222,49.1875,215.786,85.9155,18.8679,133.128,65.4206,55.7262,37.6196,39.8567,53.0647,15.3277,266.647,13.8199,29.7542,49.3036,45.9348,35.8405,69.6662,10.9938,39.3627,101.156,5.9802,43.5789,42.1223,39.675,68.622,161.212,63.6161
396,AFARP1|246182,0.4803,1.6105,11.2576,1.5492,1.6766,2.4067,0.4144,1.3599,1.5856,0.8912,2.5445,3.6408,4.5249,3.4752,3.7619,0.0,1.7849,0.7628,2.8189,0.0,1.6197,2.1959,0.3981,1.4085,4.4395,4.7377,0.5192,3.5103,0.6486,3.1348,2.6868,3.6998,0.8281,0.8637,1.2937,1.1205,2.2967,1.0096,1.4514,5.277,2.8116,7.7071,0.0,2.3139,5.4003,2.8681,3.9845,3.6364,1.1161
397,AFF1|4299,1428.91,1707.56,1296.99,1020.14,1276.99,1073.0,822.213,1159.67,1146.41,671.939,1151.4,2711.16,464.932,1828.36,967.889,1815.91,1395.81,1970.25,1665.49,898.707,2447.44,769.873,2067.88,2971.83,1423.6,1877.53,2599.69,2709.52,2062.59,2943.13,1126.45,1163.32,908.423,528.611,1240.62,1683.05,668.81,1319.54,2222.06,1313.98,2221.65,903.661000000001,1643.8,983.803,2032.67,1107.07,997.897,897.576000000001,1839.29
398,AFF2|2334,16.3305,4.0263,821.212,627.421,2.2354,247.894,25.2797,2.3799,809.725,0.8912,171.756,16.3835,69.5701,51.3563,1151.69,19.4265,51.3164,33.5622,550.153,1.7241,9.1786,3.9526,12.7401,30.0469,4.4395,12.3179,6.7497,901.273,16.2153,68.9655,2.6868,1.5856,1.6562,9.5012,316.947,107.572,3.2154,76.2241,187.228,709.763,2986.88,420.038,8.2228,117.624,1698.39,314.531,158.938,1.2121,7.8125
399,AFF3|3899,1782.9,2962.55,43.2529,54.9961,49.7382,58.1629,160.796,673.501,9.5137,0.4456,143.13,112.257,170.249,642.533,88.6739,37.9278,666.22,66.3616,10.3359,1707.33,86.3864,191.041,21.8971,11.7371,18.128,135.023,33.2295,300.57,62.2669,2334.53,104.114,1893.76,7.4529,76.8732,31.0479,34.7366,2386.77,828.874,15.9652,1054.97,198.688,25.0482,184.638,25.4531,86.9448,1.434,56.6685,243.03,295.759
400,AFF4|27125,3185.4,5178.23,3716.19,3115.41,3144.69,4444.85,1158.31,3858.78,3178.65,1225.35,3986.64,2961.16,1756.22,3507.67,4808.81,3456.98,2650.6,2199.85,4679.35,3859.91,1282.3,2892.84,2986.36,5158.22,1871.99,4652.85,6187.44,8703.38,3969.52,4119.12,6856.76,1901.69,3012.62,1905.42,3701.16,6394.34,1808.45,2746.09,5065.31,4183.82,3660.26,1646.44,5868.06,2502.12,4716.62,1695.03,3415.61,2019.39,1541.29
401,AFG3L1|172,528.338,133.271,308.103,1436.1,184.982,190.534,198.923,228.127,340.909,521.332,345.42,293.689,183.823,381.118,263.872,301.573,451.584,456.14,284.707,240.948,204.088,150.637,174.38,214.084,293.378,250.148,137.591,387.451,630.452,98.97,168.598,50.74,239.32,140.79,342.82,210.661,90.9508,187.784,281.567,178.98,220.712,124.278,277.331,171.23,257.054,198.853,370.116,263.636,462.054
402,AFG3L2|10939,1064.61,1587.33,1233.67,380.674,1252.95,1314.16,1577.08,1585.73,1021.88,627.381,397.055,1861.29,2456.62,1385.66,1568.53,510.351,1660.81,671.274,1875.44,2700.7,1485.87,1538.59,956.751000000001,1505.94,826.918,802.629,1455.86,1351.17,193.773,2349.57,1194.61,2770.58,1118.78,1350.13,907.801,1506.24,1407.44,1701.01,613.44,2472.48,855.37,1039.11,1002.53,2142.78,1392.16,1231.2,1400.17,1294.55,605.201
403,AFM|173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.332,0.0,0.3981,0.0,0.0,0.4738,0.0,0.0,0.0,1.3435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.495,0.0,0.0,0.0,0.0,0.0,0.0
404,AFMID|125061,85.0144,123.608,359.65,182.804,240.308,386.282,415.665,310.742,174.947,962.46,134.86,230.583,285.068,101.554,196.695,158.187,89.2459,62.5477,50.2701,165.517,256.46,947.299,159.65,49.2958,42.5453,99.4907,106.438,89.9517,160.856,203.314,67.1704,263.742,113.449,374.001,54.3338,24.6518,321.084,57.0419,104.499,586.631,196.814,255.299,247.43,649.441,262.995,297.323,317.432,893.333,30.1339
405,AFP|174,0.0,2.8184,23.1077,0.0,0.0,0.0,76.668,1.3599,1.5856,0.0,5.7252,0.0,0.0,83.0196,2.1497,80.481,4.4623,633.105,2.8189,0.431,43.1932,70.7071,55.3399,0.4695,4.8095,0.0,63.3437,3.0715,12.9723,370.354,0.6717,0.0,0.0,0.0,0.0,2.8013,4.5935,25.7446,7.2569,0.0,0.0,0.0,10928.1,0.7713,0.0,0.0,0.8854,0.6061,36.8304
406,AFTPH|54812,675.312,883.774,811.139,544.539,1029.97,1243.88,472.855,548.728,740.486,700.011,558.524,858.616000000001,443.439,873.057,891.576,710.453,487.283,845.919,1237.96,1019.83,781.257,727.712,873.893,1076.06,899.741,900.628,1130.32,872.312,597.373,515.898,944.416999999999,1167.55,650.885,544.159,1034.93,888.025,767.111,1029.28,698.113,664.028,924.086,600.193,691.46,612.032,757.662,1680.69,650.36,419.394,1026.79
407,AG2|387763,1100.38,428.801,759.591,431.449,1904.02,870.838,1641.53,271.644,1014.8,1001.67,884.223999999999,779.126,884.05,787.335,1036.14,765.032,542.169,2193.75,332.159,178.448,5993.6,417.655,492.087,415.962,426.193,545.304,355.659,172.005,3239.82,403.493,157.851,46.5116,785.864,1671.35,336.352,829.757,247.588,198.889,1214.8,121.372,543.58,4454.72,481.405,692.634,1051.44,2052.1,833.647000000001,447.273,877.232
408,AGA|175,513.929,906.321,422.456,611.929,456.586,387.485,181.931,175.77,438.161,520.441,195.929,757.888,529.977,1192.78,230.015,1630.9,306.56,509.535,1468.64,398.707,618.203,258.235,842.042,2294.37,500.925,1846.26,342.679,327.337,276.958,206.449,1061.29,285.941,603.683,189.16,213.454,591.643,269.637,538.617,806.967,265.611,1037.96,606.936,373.014,241.805,229.513,395.315,301.051,356.97,583.705
409,AGAP11|119385,38.4246,51.3072,2.9625,11.6189,48.6205,8.8247,6.2163,9.8594,8.4567,10.694,16.5712,30.4672,1.1312,5.0198,3.7619,42.5532,6.2517,13.73,7.517,18.1034,14.0378,5.7093,12.342,23.0282,24.7873,15.6722,1.0384,6.1606,40.214,4.4783,25.5718,1.0571,14.0777,1.7275,1.2937,22.9878,14.2536,14.6391,4.3541,7.9332,5.1546,7.7071,5.2327,16.5831,3.2456,40.1912,7.5263,24.2424,26.7969
410,AGAP1|116987,302.594,609.18,364.39,319.132,201.747,490.975,222.13,304.282,512.685,263.34,356.234,174.15,528.846,454.484,529.356,185.014,283.356,91.5332,362.697,540.948,302.353,261.748,140.141,268.075,388.087,278.574,414.849,310.224,172.531,353.336,233.753,113.636,171.416,401.641,283.312,268.929,724.391,358.405,142.235,870.273,326.617,150.289,250.421,223.293,398.542,515.296,614.499,370.909,168.527
411,AGAP2|116986,34.4092,30.1248,80.16,289.543,61.2954,66.0088,528.508,50.5687,124.318,89.2191,26.5649,100.188,50.3846,23.8826,42.945,133.506,42.4587,100.702,12.7226,24.944,98.6749,66.1045,55.2364,49.3474,13.104,18.998,68.1412,31.448,43.0096,43.8065,36.4198,24.7727,30.5899,37.1583,36.2484,61.9152,66.8948,67.688,29.6952,57.9376,28.8566,218.68,31.7548,1776.82,30.0419,25.5736,72.8058,56.3758,24.9219
412,AGAP3|116988,1642.17,1977.72,2897.35,3930.29,1155.16,801.845,3387.07,2291.47,1405.39,2292.53,1064.89,1916.26,829.186,1809.83,1680.51,2118.41,2650.6,3021.36,1641.53,559.052,1531.2,1066.75,2575.5,1378.87,1573.44,1902.64,757.529,444.493,2189.72,910.434,1045.84,1269.03,1291.83,1550.42,1896.51,1559.79,1739.09,733.973,1776.49,1665.79,737.582,1678.23,3195.66,3102.2,2139.06,1069.31,1499.5,2816.36,1650.67
413,AGAP4|119016,335.735,207.355,228.114,1487.22,298.43,409.547,171.985,284.224,191.332,331.068,531.17,375.607,164.027,372.237,195.083,284.921,226.685,564.455,82.6873,264.224,177.092,202.459,83.607,160.563,262.301,140.708,120.457,485.301,838.009,333.632,147.775,259.514,107.653,319.585,227.684,170.321,178.686,267.542,442.671,277.924,213.215,149.326,319.193,193.598,94.5052,418.26,407.305,210.303,729.911
414,AGAP5|729092,24.4957,46.9548,32.1197,91.5569,57.5622,97.4809,21.9644,16.9514,20.9884,25.3982,32.57,49.7573,14.7059,34.1539,29.3806,27.7521,25.685,35.0877,8.4567,45.681,23.238,13.2894,10.2478,40.3615,98.1021,45.2541,42.2793,94.0676,52.5377,16.5696,29.8102,16.9133,16.9429,36.9855,17.6585,15.6875,15.8153,24.2302,21.7707,36.7854,32.4836,26.0116,18.8376,11.9553,26.4615,31.5488,35.7233,18.7879,50.2232
415,AGAP6|414189,219.981,129.647,137.461,691.712,115.124,156.037,109.822,167.95,137.949,160.41,297.074,120.752,56.5611,132.059,60.7282,123.959,137.439,276.888,70.4722,143.535,88.0062,126.043,28.6653,47.8873,214.576,106.597,52.4403,224.66,504.621,106.583,45.6759,119.45,49.6858,106.241,150.065,50.4241,102.434,128.218,423.803,139.402,98.8754,71.2909,151.747,101.427,73.444,167.782,291.312,142.424,356.027
416,AGAP7|653268,16.8108,9.6631,7.7026,85.2053,10.6183,7.6213,12.4327,12.9192,11.6279,11.1396,61.7048,15.1699,5.6561,39.7722,8.0613,10.1758,13.3869,27.46,3.2887,9.9138,10.2584,7.9051,3.9813,5.1643,12.5786,42.6389,5.1921,12.2861,38.2682,8.0609,2.0151,10.0423,4.1405,12.0924,12.9366,1.1205,3.6748,64.109,13.0624,10.1143,11.2465,24.0848,10.4653,5.0135,30.2417,15.2964,18.1516,7.2727,20.0893
417,AGAP8|728404,86.9356,45.0946,19.5527,391.944,14.5303,37.7056,46.0008,39.0977,34.3552,33.8643,32.4427,34.5874,31.6742,27.4158,56.9663,50.8788,91.9232,86.1937,14.5642,81.0345,25.9159,32.4989,8.7588,4.2254,95.8195,12.3179,22.8453,35.9807,97.292,57.7698,6.717,26.4271,33.1239,38.8685,11.6429,35.2969,41.3413,56.0323,71.1176,53.2102,14.0581,6.7437,34.3861,37.4084,12.9607,62.1415,121.749,86.0606,49.1071
418,AGBL1|123624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0571,0.8912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,AGBL2|79841,42.7474,2.0132,0.0,14.7173,69.8571,11.2314,11.1894,2.7198,4.2283,16.9322,9.542,9.7087,16.9683,2.3168,0.0,17.5763,16.0643,7.6278,1.8793,8.1897,16.7374,8.7835,10.7495,20.1878,12.5786,17.5293,5.1921,2.6327,14.2695,7.1652,23.5097,12.685,38.0925,13.8199,7.762,12.8862,2.7561,10.6007,1.4514,10.1143,7.9663,65.5106,15.698,25.4531,2.7001,92.2562,1.3282,6.6667,2.2321
420,AGBL3|340351,0.9606,3.221,11.8501,11.6189,2.7943,3.209,6.2163,4.4197,7.3996,2.2279,1.9084,12.7427,2.2624,5.7921,10.2109,12.951,28.1124,3.0511,19.7322,0.8621,5.9391,0.4392,15.527,7.0423,3.6996,14.6867,3.1153,6.143,3.8917,5.3739,8.7322,0.5285,15.7338,1.7275,24.5796,10.0848,0.4593,4.5432,4.3541,3.9578,13.5895,5.7803,5.9802,1.5426,8.1004,2.8681,4.4272,0.6061,2.2321
421,AGBL4|84871,19.6926,0.8053,8.8876,5.4222,0.0,7.2202,0.0,3.3998,41.7548,0.4456,12.0865,9.1019,21.4932,5.0198,14.5103,3.7003,4.9085,6.1022,20.202,4.7414,1.0798,31.6206,1.5925,10.3286,2.9597,2.3688,2.0768,2.6327,11.675,4.9261,14.7775,15.3277,6.6248,25.9123,7.762,2.2411,3.2154,2.524,10.1597,1.3193,1.4058,7.7071,5.2327,4.6278,8.1004,0.478,8.8545,4.8485,3.3482
422,AGBL5|60509,934.688,931.691,405.273,343.935,904.795,1012.84,680.908,357.663,615.756,546.289,397.589,637.136,1054.87,496.573,685.208,570.777,344.94,296.72,338.736,814.228,615.52,833.996,573.708,823.008999999999,422.867,674.173,381.62,339.623,321.719,1065.86,647.523,1146.94,860.401,551.941,359.638,886.91,938.47,941.954,309.144,292.001,546.865,538.555,365.547,1457.0,218.172,646.286,550.309,800.618,715.402
423,AGER|177,150.816,20.1315,60.4355,418.28,41.3554,61.3718,62.5777,48.9572,92.4947,53.0244,141.857,24.8786,118.213,30.891,54.2792,93.432,97.278,105.263,23.0209,75.431,174.933,43.0391,24.684,20.1878,67.3326,12.3179,26.999,72.839,281.498,81.0569,22.838,84.5666,43.8892,57.8709,15.5239,19.0491,131.373,77.7385,42.09,58.927,81.537,50.0963,104.653,16.5831,26.4615,137.667,96.5136,103.636,154.018
424,AGFG1|3267,1084.05,2259.16,1059.99,315.26,1974.44,2100.28,1574.39,1018.58,983.086999999999,2352.23,914.757999999999,1131.07,1889.14,960.324,1702.0,938.019999999999,940.205,793.288,817.007,1975.43,1026.92,2003.07,1045.88,1110.8,1042.92,1009.59,952.752,1080.74,932.706,2341.24,1516.04,1351.48,1019.39,1359.53,915.912,1148.55,2019.29,1442.2,730.043,1713.28,1001.41,1211.95,923.192,1649.83,1096.8,1960.8,1238.74,1372.12,608.259
425,AGFG2|3268,1710.37,938.531,3649.24,2925.64,1630.18,1199.36,987.153,2626.01,2886.89,357.803,1429.39,3199.64,754.525,4248.29,2800.48,1619.8,3469.88,2997.71,2264.51,496.552,1174.86,1592.89,2954.12,3461.97,1323.34,5941.99,4726.9,3596.75,3942.92,1467.53,2545.09,1200.32,5614.5,1274.89,3272.96,3101.64,572.347,2353.86,4209.0,1137.2,2969.07,1669.56,4980.0,1087.54,2754.15,1882.41,2166.24,641.212,2101.56
426,AGGF1|55109,632.085,639.78,1231.82,751.356,1162.42,630.566,556.569,708.179,1425.48,897.85,1093.51,868.932,639.14,1146.06,1219.94,843.663,1142.35,1503.43,2103.83,1033.19,925.415,601.23,1268.44,1002.82,787.273,1381.03,1022.85,1395.79,840.603,1862.52,855.751,730.972,1324.13,545.886,1031.05,1703.78,607.717,1094.9,1490.57,793.755,1518.74,712.909,1665.48,962.977,1282.57,728.49,855.783,626.667,580.357
427,AGK|55750,731.028,1210.71,1396.53,780.79,569.475,688.728,723.581,1264.39,810.782,571.683,582.697,1213.59,468.326,1420.6,878.14,903.793,1077.2,1062.55,1671.13,342.241,431.932,1332.45,1240.57,1472.3,527.562,1288.64,885.253999999999,904.343999999999,845.792,1465.74,697.229,550.74,1339.03,694.45,1265.2,803.985,539.274,407.875,910.014,535.62,783.037,317.919,692.955,1011.96,1264.21,600.382,1002.32,804.848,853.795
428,AGL|178,1023.05,426.386,366.76,277.304,367.728,559.567,411.106,636.103,473.044,764.621,409.669,564.927,279.412,374.553,336.961,419.981,369.032,437.071,628.142,452.586,600.926,520.422,382.204,823.474,192.379,837.143,1042.06,480.474,350.251,746.082,556.843,398.52,463.735,608.076,591.203,750.759,228.755,479.051,267.054,483.289,368.322,474.952,421.603,308.909,440.124,536.807,432.983,800.606,507.812
429,AGMAT|79814,12.0077,28.1841,44.4379,20.914,25.1486,279.984,9.1173,61.1964,9.5137,55.6979,8.2697,10.3155,80.8824,35.5247,18.8096,12.0259,95.9393,25.9344,129.669,2.5862,6.479,1.7567,12.342,5.6338,177.581,1.8951,12.4611,4.8267,14.9181,54.635,2.6868,12.685,6.6248,11.2287,25.8732,12.3259,0.9187,5.048,13.0624,173.703,26.7104,15.4143,4.4851,112.611,22.1412,3.3461,35.4178,60.0,58.0357
430,AGPAT1|10554,1283.7,2269.38,2006.82,2158.54,2785.83,3108.04,2008.09,1758.61,3807.1,2682.01,2205.48,1682.55,4199.58,1795.76,2479.65,2891.19,1634.92,1372.36,2626.85,2495.76,2134.87,2536.89,1601.45,1418.46,1837.94,1465.94,1668.86,3416.51,1762.52,1347.51,1792.79,4131.2,1084.23,1927.89,1646.66,1471.98,3886.94,3038.59,1753.18,2481.2,3847.07,1367.37,1766.33,1898.34,1404.87,1715.47,2579.66,2175.62,2839.73
431,AGPAT2|10555,537.944,242.786,1007.26,5319.91,3203.93,2210.59,1670.12,1189.25,1154.86,3400.69,684.478,1444.17,3181.56,1552.66,2325.94,1433.86,3191.88,446.987,708.95,1165.95,1247.2,2676.77,1141.04,427.7,1200.52,1460.62,582.554,1543.66,1785.63,690.999,594.458,1321.35,785.864,2964.37,626.132,801.183,2114.84,1072.69,3029.03,1227.35,1816.78,2071.29,702.672,5585.42,596.733,4826.0,1606.64,507.879,2592.63
